image_id,fold,tissue_type,classes_present,instruction,original_index
pannuke_f3_0486,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue tissue morphology.",486
pannuke_f3_0487,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Develop a precise map of neoplastic, inflammatory and connective soft tissue distribution.",487
pannuke_f3_0488,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment extent of neoplastic, inflammatory and connective soft tissue.",488
pannuke_f3_0489,3,Breast,Neoplastic;Connective_Soft_tissue,Identify all neoplastic and connective soft tissue areas.,489
pannuke_f3_0490,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Point out the neoplastic, inflammatory and connective soft tissue areas.",490
pannuke_f3_0491,3,Breast,Inflammatory;Connective_Soft_tissue,Concentrate on inflammatory and connective soft tissue regions.,491
pannuke_f3_0492,3,Breast,Inflammatory;Connective_Soft_tissue,Pinpoint all inflammatory and connective soft tissue areas.,492
pannuke_f3_0493,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark regions of neoplastic, inflammatory and connective soft tissue accumulation.",493
pannuke_f3_0494,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue diagnostic regions.",494
pannuke_f3_0495,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"This Breast slide shows neoplastic, inflammatory and connective soft tissue. Segment it.",495
pannuke_f3_0496,3,Breast,Neoplastic,Precisely delineate the boundaries of neoplastic cells in this tissue section.,496
pannuke_f3_0497,3,Breast,Neoplastic;Connective_Soft_tissue,Highlight all neoplastic and connective soft tissue areas.,497
pannuke_f3_0498,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate present neoplastic, inflammatory and connective soft tissue cells.",498
pannuke_f3_0499,3,Breast,Neoplastic,Mark all neoplastic tissue.,499
pannuke_f3_0500,3,Breast,Neoplastic,Identify all neoplastic tissue.,500
pannuke_f3_0501,3,Breast,Neoplastic,Mark neoplastic in this biopsy sample.,501
pannuke_f3_0502,3,Breast,Neoplastic,Segment the neoplastic cell populations.,502
pannuke_f3_0503,3,Breast,Neoplastic,Segment all neoplastic regions.,503
pannuke_f3_0504,3,Breast,Neoplastic;Inflammatory,Segment all visible neoplastic and inflammatory.,504
pannuke_f3_0505,3,Breast,Neoplastic;Inflammatory,"On this Breast image, highlight neoplastic and inflammatory.",505
pannuke_f3_0506,3,Breast,Neoplastic;Inflammatory,Identify neoplastic and inflammatory including all visible instances.,506
pannuke_f3_0507,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment each neoplastic, inflammatory and connective soft tissue region.",507
pannuke_f3_0508,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue throughout the image.",508
pannuke_f3_0509,3,Breast,Inflammatory;Connective_Soft_tissue,Segment all inflammatory and connective soft tissue structures.,509
pannuke_f3_0510,3,Breast,Inflammatory;Connective_Soft_tissue,"Given this Breast sample, mark inflammatory and connective soft tissue regions.",510
pannuke_f3_0511,3,Breast,Inflammatory;Connective_Soft_tissue,Delineate the inflammatory and connective soft tissue regions.,511
pannuke_f3_0512,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Goal: mark all neoplastic, inflammatory and connective soft tissue cells.",512
pannuke_f3_0513,3,Breast,Inflammatory;Connective_Soft_tissue,Generate inflammatory and connective soft tissue segmentation.,513
pannuke_f3_0514,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Target neoplastic, inflammatory and connective soft tissue in this image.",514
pannuke_f3_0515,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate visible neoplastic, inflammatory and connective soft tissue regions.",515
pannuke_f3_0516,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify the neoplastic, inflammatory and connective soft tissue regions.",516
pannuke_f3_0517,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify present neoplastic, inflammatory and connective soft tissue areas.",517
pannuke_f3_0518,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify visible neoplastic, inflammatory and connective soft tissue regions.",518
pannuke_f3_0519,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Indicate the neoplastic, inflammatory and connective soft tissue regions.",519
pannuke_f3_0520,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify all neoplastic, inflammatory and connective soft tissue nuclei.",520
pannuke_f3_0521,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate visible neoplastic, inflammatory and connective soft tissue structures.",521
pannuke_f3_0522,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment the neoplastic, inflammatory and connective soft tissue in this tissue sample.",522
pannuke_f3_0523,3,Breast,Neoplastic;Connective_Soft_tissue,Label the neoplastic and connective soft tissue regions.,523
pannuke_f3_0524,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Recognize neoplastic, inflammatory and connective soft tissue cells.",524
pannuke_f3_0525,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"This Breast slide shows neoplastic, inflammatory and connective soft tissue. Segment it.",525
pannuke_f3_0526,3,Breast,Neoplastic,Segment neoplastic areas in this slide.,526
pannuke_f3_0527,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue for quantitative analysis.",527
pannuke_f3_0528,3,Breast,Inflammatory;Connective_Soft_tissue,Target inflammatory and connective soft tissue regions.,528
pannuke_f3_0529,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify all neoplastic, inflammatory and connective soft tissue tissue.",529
pannuke_f3_0530,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark neoplastic, inflammatory and connective soft tissue tissue architecture.",530
pannuke_f3_0531,3,Breast,Connective_Soft_tissue;Epithelial,Divide connective soft tissue and epithelial from surroundings.,531
pannuke_f3_0532,3,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment the inflammatory, connective soft tissue and epithelial cell populations.",532
pannuke_f3_0533,3,Breast,Connective_Soft_tissue;Epithelial,Segment connective soft tissue and epithelial cellular composition.,533
pannuke_f3_0534,3,Breast,Connective_Soft_tissue;Epithelial,Delineate present connective soft tissue and epithelial regions.,534
pannuke_f3_0535,3,Breast,Inflammatory;Connective_Soft_tissue,Identify areas of inflammatory and connective soft tissue concentration.,535
pannuke_f3_0536,3,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Plot inflammatory, connective soft tissue and epithelial locations.",536
pannuke_f3_0537,3,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment inflammatory, connective soft tissue and epithelial diagnostic regions.",537
pannuke_f3_0538,3,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"The task is to segment inflammatory, connective soft tissue and epithelial.",538
pannuke_f3_0539,3,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment all inflammatory, connective soft tissue and epithelial regions.",539
pannuke_f3_0540,3,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Segment inflammatory, connective soft tissue and epithelial for pathological assessment.",540
pannuke_f3_0541,3,Breast,Neoplastic,"Across the Breast section, segment neoplastic.",541
pannuke_f3_0542,3,Breast,Neoplastic,Consider only neoplastic areas.,542
pannuke_f3_0543,3,Breast,Neoplastic;Connective_Soft_tissue,Extract neoplastic and connective soft tissue cell boundaries.,543
pannuke_f3_0544,3,Breast,Neoplastic;Connective_Soft_tissue,Point out neoplastic and connective soft tissue cells.,544
pannuke_f3_0545,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment the neoplastic, inflammatory and connective soft tissue distribution.",545
pannuke_f3_0546,3,Breast,,,546
pannuke_f3_0547,3,Breast,Neoplastic;Connective_Soft_tissue,Identify visible neoplastic and connective soft tissue tissue.,547
pannuke_f3_0548,3,Breast,Neoplastic,Segment tissue showing neoplastic.,548
pannuke_f3_0549,3,Breast,Neoplastic,Spot neoplastic cells.,549
pannuke_f3_0550,3,Breast,Connective_Soft_tissue,Segment extent of connective soft tissue.,550
pannuke_f3_0551,3,Breast,Connective_Soft_tissue,Find and segment connective soft tissue regions.,551
pannuke_f3_0552,3,Breast,Neoplastic;Connective_Soft_tissue,Segment present neoplastic and connective soft tissue tissue.,552
pannuke_f3_0553,3,Breast,Neoplastic,Mark all neoplastic structures.,553
pannuke_f3_0554,3,Breast,Neoplastic;Connective_Soft_tissue,Segment present neoplastic and connective soft tissue cells.,554
pannuke_f3_0555,3,Breast,Neoplastic;Connective_Soft_tissue,Label the neoplastic and connective soft tissue tissue.,555
pannuke_f3_0556,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate all neoplastic, inflammatory and connective soft tissue structures.",556
pannuke_f3_0557,3,Breast,Neoplastic;Connective_Soft_tissue,Mark the pathological neoplastic and connective soft tissue regions.,557
pannuke_f3_0558,3,Breast,Neoplastic;Connective_Soft_tissue,Label neoplastic and connective soft tissue in this Breast section.,558
pannuke_f3_0559,3,Breast,Inflammatory;Connective_Soft_tissue,Segment each inflammatory and connective soft tissue region.,559
pannuke_f3_0560,3,Breast,Connective_Soft_tissue,Extract connective soft tissue cell boundaries.,560
pannuke_f3_0561,3,Breast,Neoplastic;Connective_Soft_tissue,Segment all neoplastic and connective soft tissue tissue.,561
pannuke_f3_0562,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark present neoplastic, inflammatory and connective soft tissue regions.",562
pannuke_f3_0563,3,Breast,Neoplastic,Pinpoint all neoplastic areas.,563
pannuke_f3_0564,3,Breast,Neoplastic;Inflammatory,Identify visible neoplastic and inflammatory.,564
pannuke_f3_0565,3,Breast,Neoplastic,"From this Breast slide, segment neoplastic.",565
pannuke_f3_0566,3,Breast,Connective_Soft_tissue,Can you find connective soft tissue?,566
pannuke_f3_0567,3,Breast,Neoplastic,Mark neoplastic lesion areas.,567
pannuke_f3_0568,3,Breast,Neoplastic,Locate the neoplastic regions.,568
pannuke_f3_0569,3,Breast,Neoplastic;Inflammatory,"Throughout the Breast tissue, mark neoplastic and inflammatory.",569
pannuke_f3_0570,3,Breast,Neoplastic;Inflammatory,"Given this pathology slide, segment neoplastic and inflammatory.",570
pannuke_f3_0571,3,Breast,Neoplastic;Inflammatory,"Reviewing this image, delineate neoplastic and inflammatory boundaries.",571
pannuke_f3_0572,3,Breast,Neoplastic,"In this Breast histology, identify neoplastic cells.",572
pannuke_f3_0573,3,Breast,Neoplastic;Connective_Soft_tissue,Determine neoplastic and connective soft tissue presence.,573
pannuke_f3_0574,3,Breast,Neoplastic;Inflammatory,Mark visible neoplastic and inflammatory regions.,574
pannuke_f3_0575,3,Breast,Neoplastic,Segment margins of neoplastic.,575
pannuke_f3_0576,3,Breast,Neoplastic;Connective_Soft_tissue,Pinpoint the neoplastic and connective soft tissue tissue.,576
pannuke_f3_0577,3,Breast,Neoplastic;Inflammatory,Identify only neoplastic and inflammatory cells.,577
pannuke_f3_0578,3,Breast,Neoplastic;Connective_Soft_tissue,Identify all neoplastic and connective soft tissue tissue.,578
pannuke_f3_0579,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue in this image.",579
pannuke_f3_0580,3,Breast,Inflammatory;Connective_Soft_tissue,Identify inflammatory and connective soft tissue nuclear characteristics.,580
pannuke_f3_0581,3,Breast,Epithelial,epithelial appears in this image. Segment all instances.,581
pannuke_f3_0582,3,Breast,Inflammatory;Connective_Soft_tissue;Dead;Epithelial,"Mark inflammatory, connective soft tissue, dead and epithelial distribution pattern.",582
pannuke_f3_0583,3,Breast,Inflammatory;Epithelial,Inspect this Breast sample for inflammatory and epithelial.,583
pannuke_f3_0584,3,Breast,Inflammatory;Connective_Soft_tissue,Highlight the inflammatory and connective soft tissue tissue.,584
pannuke_f3_0585,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment the neoplastic, inflammatory and connective soft tissue sections.",585
pannuke_f3_0586,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Point out the neoplastic, inflammatory and connective soft tissue regions.",586
pannuke_f3_0587,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Indicate the neoplastic, inflammatory and connective soft tissue regions.",587
pannuke_f3_0588,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Determine neoplastic, inflammatory and connective soft tissue distribution.",588
pannuke_f3_0589,3,Breast,Neoplastic;Connective_Soft_tissue,"From this Breast slide, segment neoplastic and connective soft tissue.",589
pannuke_f3_0590,3,Breast,Neoplastic;Connective_Soft_tissue,Pinpoint the neoplastic and connective soft tissue tissue.,590
pannuke_f3_0591,3,Breast,Neoplastic;Connective_Soft_tissue,Please show neoplastic and connective soft tissue regions.,591
pannuke_f3_0592,3,Breast,Connective_Soft_tissue,Mark visible connective soft tissue tissue.,592
pannuke_f3_0593,3,Breast,Connective_Soft_tissue,Output connective soft tissue regions.,593
pannuke_f3_0594,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Look for neoplastic, inflammatory and connective soft tissue in this slide.",594
pannuke_f3_0595,3,Breast,Inflammatory,Thoroughly segment every instance of inflammatory in this microscopy image.,595
pannuke_f3_0596,3,Breast,Inflammatory;Connective_Soft_tissue,Segment all inflammatory and connective soft tissue in the field.,596
pannuke_f3_0597,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue in the tissue matrix.",597
pannuke_f3_0598,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment the neoplastic, inflammatory and connective soft tissue portions.",598
pannuke_f3_0599,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Distinguish neoplastic, inflammatory and connective soft tissue from other tissue.",599
pannuke_f3_0600,3,Breast,Neoplastic;Inflammatory,Can you locate neoplastic and inflammatory?,600
pannuke_f3_0601,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark present neoplastic, inflammatory and connective soft tissue structures.",601
pannuke_f3_0602,3,Breast,Neoplastic;Inflammatory,"Within the Breast, identify neoplastic and inflammatory.",602
pannuke_f3_0603,3,Breast,Inflammatory;Connective_Soft_tissue,Highlight visible inflammatory and connective soft tissue regions.,603
pannuke_f3_0604,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment the neoplastic, inflammatory and connective soft tissue regions in the image.",604
pannuke_f3_0605,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Please segment neoplastic, inflammatory and connective soft tissue.",605
pannuke_f3_0606,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue being careful to capture all regions.",606
pannuke_f3_0607,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark only neoplastic, inflammatory and connective soft tissue regions.",607
pannuke_f3_0608,3,Breast,Inflammatory;Connective_Soft_tissue,Identify inflammatory and connective soft tissue in this pathology slide.,608
pannuke_f3_0609,3,Breast,Inflammatory;Connective_Soft_tissue,Segmentation target: inflammatory and connective soft tissue.,609
pannuke_f3_0610,3,Breast,Inflammatory;Connective_Soft_tissue,Mark inflammatory and connective soft tissue ensuring complete coverage of affected areas.,610
pannuke_f3_0611,3,Breast,Inflammatory;Connective_Soft_tissue,Define inflammatory and connective soft tissue regions.,611
pannuke_f3_0612,3,Breast,Inflammatory;Connective_Soft_tissue,Provide inflammatory and connective soft tissue segmentation.,612
pannuke_f3_0613,3,Breast,Neoplastic;Connective_Soft_tissue,Find neoplastic and connective soft tissue in this Breast sample.,613
pannuke_f3_0614,3,Breast,Neoplastic;Inflammatory,Pinpoint neoplastic and inflammatory cells.,614
pannuke_f3_0615,3,Breast,Neoplastic;Connective_Soft_tissue,Mark present neoplastic and connective soft tissue cells.,615
pannuke_f3_0616,3,Breast,Inflammatory;Connective_Soft_tissue,Mark the inflammatory and connective soft tissue tissue compartment.,616
pannuke_f3_0617,3,Breast,Inflammatory;Connective_Soft_tissue,Segment the inflammatory and connective soft tissue regions.,617
pannuke_f3_0618,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Highlight visible neoplastic, inflammatory and connective soft tissue tissue.",618
pannuke_f3_0619,3,Breast,Neoplastic;Connective_Soft_tissue,Identify visible neoplastic and connective soft tissue structures.,619
pannuke_f3_0620,3,Breast,Inflammatory;Connective_Soft_tissue,Mark visible inflammatory and connective soft tissue cells.,620
pannuke_f3_0621,3,Breast,Inflammatory;Connective_Soft_tissue,Point out inflammatory and connective soft tissue cells.,621
pannuke_f3_0622,3,Breast,Neoplastic;Connective_Soft_tissue,Annotate neoplastic and connective soft tissue histological patterns.,622
pannuke_f3_0623,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Generate neoplastic, inflammatory and connective soft tissue segmentation.",623
pannuke_f3_0624,3,Breast,Inflammatory;Connective_Soft_tissue,Segment present inflammatory and connective soft tissue cells.,624
pannuke_f3_0625,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Document neoplastic, inflammatory and connective soft tissue in this Breast sample.",625
pannuke_f3_0626,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment zones of neoplastic, inflammatory and connective soft tissue presence.",626
pannuke_f3_0627,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Within the Breast, identify neoplastic, inflammatory and connective soft tissue.",627
pannuke_f3_0628,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify neoplastic, inflammatory and connective soft tissue in this pathology slide.",628
pannuke_f3_0629,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Pinpoint visible neoplastic, inflammatory and connective soft tissue.",629
pannuke_f3_0630,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue for feature extraction.",630
pannuke_f3_0631,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate visible neoplastic, inflammatory and connective soft tissue regions.",631
pannuke_f3_0632,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark all neoplastic, inflammatory and connective soft tissue areas.",632
pannuke_f3_0633,3,Breast,Neoplastic;Connective_Soft_tissue,The task is to segment neoplastic and connective soft tissue.,633
pannuke_f3_0634,3,Breast,Neoplastic;Connective_Soft_tissue,Find neoplastic and connective soft tissue in this Breast sample.,634
pannuke_f3_0635,3,Breast,Neoplastic,Create mask for neoplastic.,635
pannuke_f3_0636,3,Breast,Neoplastic,Highlight all neoplastic tissue.,636
pannuke_f3_0637,3,Breast,Neoplastic,Pinpoint neoplastic in this Breast.,637
pannuke_f3_0638,3,Breast,Connective_Soft_tissue;Epithelial,Highlight the connective soft tissue and epithelial tissue.,638
pannuke_f3_0639,3,Breast,Inflammatory;Connective_Soft_tissue,Objective: identify inflammatory and connective soft tissue regions.,639
pannuke_f3_0640,3,Breast,Inflammatory;Connective_Soft_tissue;Epithelial,"Develop a precise map of inflammatory, connective soft tissue and epithelial distribution.",640
pannuke_f3_0641,3,Breast,Neoplastic,Define neoplastic extent.,641
pannuke_f3_0642,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify histological regions showing neoplastic, inflammatory and connective soft tissue.",642
pannuke_f3_0643,3,Breast,Neoplastic;Inflammatory,Segment zones of neoplastic and inflammatory.,643
pannuke_f3_0644,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark neoplastic, inflammatory and connective soft tissue cytoplasmic features.",644
pannuke_f3_0645,3,Breast,Neoplastic,Segment neoplastic diagnostic regions.,645
pannuke_f3_0646,3,Breast,Neoplastic;Inflammatory,Identify all neoplastic and inflammatory nuclei.,646
pannuke_f3_0647,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Record neoplastic, inflammatory and connective soft tissue regions in Breast.",647
pannuke_f3_0648,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify neoplastic, inflammatory and connective soft tissue nuclear characteristics.",648
pannuke_f3_0649,3,Breast,Inflammatory;Connective_Soft_tissue,Extract all inflammatory and connective soft tissue areas.,649
pannuke_f3_0650,3,Breast,Inflammatory;Connective_Soft_tissue,Mark inflammatory and connective soft tissue adjacent to epithelium.,650
pannuke_f3_0651,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue being careful to capture all regions.",651
pannuke_f3_0652,3,Breast,Inflammatory;Connective_Soft_tissue,Segment inflammatory and connective soft tissue diagnostic regions.,652
pannuke_f3_0653,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Draw neoplastic, inflammatory and connective soft tissue boundaries.",653
pannuke_f3_0654,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark visible neoplastic, inflammatory and connective soft tissue regions.",654
pannuke_f3_0655,3,Breast,Neoplastic;Inflammatory,Mark present neoplastic and inflammatory structures.,655
pannuke_f3_0656,3,Breast,Neoplastic;Inflammatory,Mark present neoplastic and inflammatory regions.,656
pannuke_f3_0657,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Delineate present neoplastic, inflammatory and connective soft tissue cells.",657
pannuke_f3_0658,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Identify clusters of neoplastic, inflammatory and connective soft tissue cells.",658
pannuke_f3_0659,3,Breast,Neoplastic;Connective_Soft_tissue,Mark neoplastic and connective soft tissue distribution pattern.,659
pannuke_f3_0660,3,Breast,Neoplastic;Connective_Soft_tissue,Detect neoplastic and connective soft tissue in this slide.,660
pannuke_f3_0661,3,Breast,Neoplastic;Connective_Soft_tissue,Identify present neoplastic and connective soft tissue regions.,661
pannuke_f3_0662,3,Breast,Neoplastic;Connective_Soft_tissue,Outline neoplastic and connective soft tissue areas.,662
pannuke_f3_0663,3,Breast,Neoplastic;Connective_Soft_tissue,Identify the neoplastic and connective soft tissue areas.,663
pannuke_f3_0664,3,Breast,Neoplastic,Determine neoplastic distribution.,664
pannuke_f3_0665,3,Breast,Neoplastic,Indicate the neoplastic tissue.,665
pannuke_f3_0666,3,Breast,Neoplastic;Inflammatory,Trace all neoplastic and inflammatory areas.,666
pannuke_f3_0667,3,Breast,Neoplastic;Connective_Soft_tissue,Pinpoint neoplastic and connective soft tissue in this Breast.,667
pannuke_f3_0668,3,Breast,Neoplastic;Connective_Soft_tissue,Identify neoplastic and connective soft tissue tissue regions.,668
pannuke_f3_0669,3,Breast,Neoplastic;Connective_Soft_tissue,Please locate neoplastic and connective soft tissue.,669
pannuke_f3_0670,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Recognize all neoplastic, inflammatory and connective soft tissue areas.",670
pannuke_f3_0671,3,Breast,Neoplastic,Determine neoplastic location.,671
pannuke_f3_0672,3,Breast,Neoplastic;Connective_Soft_tissue,Detect visible neoplastic and connective soft tissue.,672
pannuke_f3_0673,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark neoplastic, inflammatory and connective soft tissue for morphometric study.",673
pannuke_f3_0674,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Outline neoplastic, inflammatory and connective soft tissue in the Breast image.",674
pannuke_f3_0675,3,Breast,Neoplastic;Connective_Soft_tissue,Trace neoplastic and connective soft tissue margins.,675
pannuke_f3_0676,3,Breast,Neoplastic,Highlight all neoplastic tissue.,676
pannuke_f3_0677,3,Breast,Neoplastic;Connective_Soft_tissue,Distinguish all neoplastic and connective soft tissue areas.,677
pannuke_f3_0678,3,Breast,Neoplastic;Connective_Soft_tissue,Mark neoplastic and connective soft tissue adjacent to epithelium.,678
pannuke_f3_0679,3,Breast,Neoplastic;Connective_Soft_tissue,Segment any neoplastic and connective soft tissue cells visible.,679
pannuke_f3_0680,3,Breast,Neoplastic,Segment the neoplastic regions in the image.,680
pannuke_f3_0681,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Highlight present neoplastic, inflammatory and connective soft tissue cells.",681
pannuke_f3_0682,3,Breast,Neoplastic;Connective_Soft_tissue,Can you identify neoplastic and connective soft tissue?,682
pannuke_f3_0683,3,Breast,Neoplastic;Connective_Soft_tissue,"In this Breast tissue, segment neoplastic and connective soft tissue.",683
pannuke_f3_0684,3,Breast,Neoplastic;Connective_Soft_tissue,Segment intratumoral neoplastic and connective soft tissue.,684
pannuke_f3_0685,3,Breast,Neoplastic;Connective_Soft_tissue,Segment margins of neoplastic and connective soft tissue.,685
pannuke_f3_0686,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Segment neoplastic, inflammatory and connective soft tissue in this Breast tissue.",686
pannuke_f3_0687,3,Breast,Neoplastic;Connective_Soft_tissue,Circle the neoplastic and connective soft tissue structures.,687
pannuke_f3_0688,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Where is neoplastic, inflammatory and connective soft tissue located?",688
pannuke_f3_0689,3,Breast,Neoplastic;Connective_Soft_tissue,Segment neoplastic and connective soft tissue in the tissue matrix.,689
pannuke_f3_0690,3,Breast,Neoplastic;Connective_Soft_tissue,"Reviewing this image, delineate neoplastic and connective soft tissue boundaries.",690
pannuke_f3_0691,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Indicate neoplastic, inflammatory and connective soft tissue areas.",691
pannuke_f3_0692,3,Breast,Neoplastic;Connective_Soft_tissue,The sample contains neoplastic and connective soft tissue. Delineate the regions.,692
pannuke_f3_0693,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Mark regions of neoplastic, inflammatory and connective soft tissue accumulation.",693
pannuke_f3_0694,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Map the neoplastic, inflammatory and connective soft tissue regions.",694
pannuke_f3_0695,3,Breast,Neoplastic;Connective_Soft_tissue,Delineate all neoplastic and connective soft tissue.,695
pannuke_f3_0696,3,Breast,Neoplastic;Connective_Soft_tissue,Target neoplastic and connective soft tissue cells.,696
pannuke_f3_0697,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Outline neoplastic, inflammatory and connective soft tissue areas.",697
pannuke_f3_0698,3,Breast,Neoplastic;Inflammatory,Output neoplastic and inflammatory mask.,698
pannuke_f3_0699,3,Breast,Neoplastic;Connective_Soft_tissue,You should identify neoplastic and connective soft tissue.,699
pannuke_f3_0700,3,Breast,Neoplastic;Connective_Soft_tissue,Mark neoplastic and connective soft tissue tissue architecture.,700
pannuke_f3_0701,3,Breast,Neoplastic;Connective_Soft_tissue,Identify all neoplastic and connective soft tissue nuclei.,701
pannuke_f3_0702,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Evaluate neoplastic, inflammatory and connective soft tissue areas.",702
pannuke_f3_0703,3,Breast,Neoplastic;Connective_Soft_tissue,Find neoplastic and connective soft tissue in this Breast sample.,703
pannuke_f3_0704,3,Breast,Neoplastic;Connective_Soft_tissue,Mark visible neoplastic and connective soft tissue regions.,704
pannuke_f3_0705,3,Breast,Neoplastic;Inflammatory;Connective_Soft_tissue,"Highlight neoplastic, inflammatory and connective soft tissue in this image.",705
pannuke_f3_0706,3,Colon,Neoplastic;Inflammatory;Connective_Soft_tissue,"Highlight present neoplastic, inflammatory and connective soft tissue cells.",706
pannuke_f3_0707,3,Colon,Inflammatory;Connective_Soft_tissue,Pinpoint visible inflammatory and connective soft tissue.,707
pannuke_f3_0708,3,Colon,Inflammatory;Connective_Soft_tissue,Segment visible inflammatory and connective soft tissue.,708
pannuke_f3_0709,3,Colon,Inflammatory;Connective_Soft_tissue,Assess inflammatory and connective soft tissue regions.,709
